Month,Season,Budget,Temperature,Weather,Activity_Preference,Group_Size,Suggested_Place
August,Monsoon,Medium,30,Rainy,Family Trip,5,"Darjeeling, Kalimpong - West Bengal"
January,Winter,Medium,3,Cold,Adventure,5,"Kullu-Manali, Himachal Pradesh"
August,Monsoon,High,25,Rainy,Family Trip,10,Udaipur
July,Monsoon,Medium,24,Rainy,Family Trip,6,"Pushkar, Rajasthan"
January,Winter,Medium,1,Cold,Adventure,5,"Darjeeling, Kalimpong - West Bengal"
March,Spring,Low,17,Pleasant,Eco Tourism,5,"Ooty, Tamil Nadu"
September,Autumn,Medium,15,Mild,Cultural,1,Gulmarg
October,Autumn,Low,21,Mild,Cultural,9,"Amber Palace, Jaipur"
June,Monsoon,High,23,Rainy,Family Trip,5,"Nilgiris Tiger Reserves, Karnataka"
November,Autumn,High,25,Mild,Cultural,5,Udaipur
October,Autumn,Medium,17,Mild,Cultural,5,"Manali and Kullu, Himachal Pradesh"
September,Autumn,Medium,15,Mild,Cultural,2,Kumili
December,Winter,Medium,4,Cold,Adventure,3,Mount Abu
November,Autumn,Medium,18,Mild,Cultural,6,Udaipur
November,Autumn,Low,24,Mild,Cultural,10,Mount Abu
February,Winter,Low,10,Cold,Adventure,2,Auli
October,Autumn,Medium,19,Mild,Cultural,9,"Darjeeling, Kalimpong - West Bengal"
September,Autumn,Medium,20,Mild,Cultural,6,"Darjeeling, Kalimpong - West Bengal"
February,Winter,Low,14,Cold,Adventure,5,Kumili
January,Winter,High,-4,Cold,Adventure,4,"Mahabaleshwar, Maharashtra"
August,Monsoon,Low,20,Rainy,Family Trip,2,Gulmarg
April,Spring,Medium,28,Pleasant,Eco Tourism,6,Shillong
November,Autumn,Low,25,Mild,Cultural,6,"Bhushi Dam, Lonavala"
March,Spring,High,22,Pleasant,Eco Tourism,2,Rishikesh
June,Monsoon,Low,22,Rainy,Family Trip,3,Jammu-Kashmir
January,Winter,High,3,Cold,Adventure,2,Auli
June,Monsoon,Medium,23,Rainy,Family Trip,8,Shimla
August,Monsoon,High,28,Rainy,Family Trip,7,"Wayanad, Kerala"
February,Winter,Medium,-1,Cold,Adventure,8,Auli
August,Monsoon,Low,25,Rainy,Family Trip,9,Shimla
March,Spring,Medium,23,Pleasant,Eco Tourism,8,"Abbey Falls, Coorg"
July,Monsoon,High,28,Rainy,Family Trip,4,Wayanad
September,Autumn,Medium,16,Mild,Cultural,9,Kodaikanal
April,Spring,Low,17,Pleasant,Eco Tourism,1,"Attukal Waterfalls, Munnar"
January,Winter,Medium,1,Cold,Adventure,8,"Pushkar, Rajasthan"
April,Spring,Medium,29,Pleasant,Eco Tourism,5,"Nilgiris Tiger Reserves, Karnataka"
July,Monsoon,High,22,Rainy,Family Trip,10,Tawang
February,Winter,Low,-5,Cold,Adventure,6,Gulmarg
December,Winter,Medium,11,Cold,Adventure,8,Kodaikanal
July,Monsoon,Low,29,Rainy,Family Trip,8,"Wayanad, Kerala"
April,Spring,High,23,Pleasant,Eco Tourism,7,Munnar
November,Autumn,Medium,15,Mild,Cultural,1,Idukki
June,Monsoon,High,20,Rainy,Family Trip,5,Rishikesh
June,Monsoon,Low,26,Rainy,Family Trip,3,Udaipur
January,Winter,Medium,11,Cold,Adventure,5,"Hampi, Karnataka"
December,Winter,High,-1,Cold,Adventure,9,"Darjeeling, Kalimpong - West Bengal"
September,Autumn,High,20,Mild,Cultural,10,"Tsomgo Lake, Sikkim"
May,Summer,Low,30,Hot,Adventure,7,Rishikesh
July,Monsoon,Low,21,Rainy,Family Trip,8,Rann of Kutch
November,Autumn,Medium,25,Mild,Cultural,2,"Rann of Kutch, Gujarat"
April,Spring,Medium,16,Pleasant,Eco Tourism,8,Mussoorie
October,Autumn,Low,19,Mild,Cultural,6,Tawang
February,Winter,Medium,5,Cold,Adventure,1,"Pushkar, Rajasthan"
April,Spring,High,27,Pleasant,Eco Tourism,8,"Tsomgo Lake, Sikkim"
November,Autumn,Medium,19,Mild,Cultural,10,Dalhousie
June,Monsoon,High,20,Rainy,Family Trip,1,Mussoorie
November,Autumn,Medium,15,Mild,Cultural,6,"Abbey Falls, Coorg"
August,Monsoon,High,25,Rainy,Family Trip,8,Auli
February,Winter,Low,-5,Cold,Adventure,9,"Elephant Falls, Shillong"
September,Autumn,Low,22,Mild,Cultural,10,Gulmarg
February,Winter,Low,15,Cold,Adventure,5,Udaipur
December,Winter,High,-5,Cold,Adventure,7,"Rann of Kutch, Gujarat"
April,Spring,Low,25,Pleasant,Eco Tourism,2,"Elephant Falls, Shillong"
March,Spring,High,24,Pleasant,Eco Tourism,3,Kodaikanal
April,Spring,High,30,Pleasant,Eco Tourism,3,Idukki
April,Spring,Low,18,Pleasant,Eco Tourism,9,"Sunset Viewpoint, Agumbe"
November,Autumn,High,18,Mild,Cultural,1,Rann of Kutch
January,Winter,Medium,7,Cold,Adventure,4,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
October,Autumn,Low,19,Mild,Cultural,1,Gulmarg
July,Monsoon,Medium,20,Rainy,Family Trip,7,"Rann of Kutch, Gujarat"
November,Autumn,Medium,23,Mild,Cultural,3,Coorg
September,Autumn,Low,22,Mild,Cultural,4,Wayanad
April,Spring,High,22,Pleasant,Eco Tourism,1,Mussoorie
April,Spring,Medium,18,Pleasant,Eco Tourism,4,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
September,Autumn,High,21,Mild,Cultural,3,Munnar
January,Winter,High,4,Cold,Adventure,1,Goa
May,Summer,High,40,Hot,Adventure,9,Jammu-Kashmir
September,Autumn,Low,20,Mild,Cultural,3,Udaipur
November,Autumn,High,18,Mild,Cultural,4,Jaisalmer
June,Monsoon,Low,20,Rainy,Family Trip,10,Wayanad
August,Monsoon,Low,27,Rainy,Family Trip,8,"Nilgiris Tiger Reserves, Karnataka"
June,Monsoon,High,27,Rainy,Family Trip,5,"Bhushi Dam, Lonavala"
June,Monsoon,High,23,Rainy,Family Trip,7,"Darjeeling, Kalimpong - West Bengal"
March,Spring,Medium,16,Pleasant,Eco Tourism,2,"Amber Palace, Jaipur"
April,Spring,Medium,29,Pleasant,Eco Tourism,9,"Bhushi Dam, Lonavala"
October,Autumn,Medium,22,Mild,Cultural,2,Coorg
August,Monsoon,Low,25,Rainy,Family Trip,2,Auli
March,Spring,Low,22,Pleasant,Eco Tourism,2,Gangtok
August,Monsoon,Medium,29,Rainy,Family Trip,1,Kodaikanal
September,Autumn,Low,24,Mild,Cultural,2,"Pushkar, Rajasthan"
December,Winter,Low,-4,Cold,Adventure,9,Jaisalmer
January,Winter,Low,-1,Cold,Adventure,6,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
December,Winter,Medium,14,Cold,Adventure,3,"Tsomgo Lake, Sikkim"
April,Spring,High,16,Pleasant,Eco Tourism,1,"Darjeeling, Kalimpong - West Bengal"
July,Monsoon,Medium,30,Rainy,Family Trip,8,"Manali and Kullu, Himachal Pradesh"
September,Autumn,High,19,Mild,Cultural,3,"Hampi, Karnataka"
December,Winter,Low,2,Cold,Adventure,9,Rann of Kutch
April,Spring,Medium,23,Pleasant,Eco Tourism,9,"Attukal Waterfalls, Munnar"
September,Autumn,High,24,Mild,Cultural,7,Auli
July,Monsoon,Medium,22,Rainy,Family Trip,4,"Darjeeling, Kalimpong - West Bengal"
October,Autumn,High,21,Mild,Cultural,6,Mount Abu
May,Summer,Medium,38,Hot,Adventure,2,"Valley of Flowers, Uttarakhand"
February,Winter,Medium,5,Cold,Adventure,10,"Pillar Rocks, Kodaikanal"
January,Winter,Low,8,Cold,Adventure,1,"Manali and Kullu, Himachal Pradesh"
June,Monsoon,Medium,30,Rainy,Family Trip,5,"Elephant Falls, Shillong"
June,Monsoon,Medium,27,Rainy,Family Trip,5,Idukki
December,Winter,Low,0,Cold,Adventure,8,"Manali and Kullu, Himachal Pradesh"
January,Winter,Medium,4,Cold,Adventure,9,"Manali and Kullu, Himachal Pradesh"
December,Winter,High,13,Cold,Adventure,5,Munnar
January,Winter,Low,7,Cold,Adventure,4,"Darjeeling, West Bengal"
October,Autumn,High,22,Mild,Cultural,4,"Hampi, Karnataka"
September,Autumn,Low,22,Mild,Cultural,1,"Attukal Waterfalls, Munnar"
August,Monsoon,Medium,23,Rainy,Family Trip,10,Kodaikanal
May,Summer,Medium,35,Hot,Adventure,3,"Bhushi Dam, Lonavala"
September,Autumn,Low,23,Mild,Cultural,7,Gulmarg
April,Spring,Medium,17,Pleasant,Eco Tourism,2,Leh & Ladakh
April,Spring,High,29,Pleasant,Eco Tourism,4,"Darjeeling, West Bengal"
August,Monsoon,Medium,24,Rainy,Family Trip,7,Jaisalmer
October,Autumn,Low,20,Mild,Cultural,5,"Mahabaleshwar, Maharashtra"
June,Monsoon,Medium,25,Rainy,Family Trip,2,Jaisalmer
March,Spring,Medium,24,Pleasant,Eco Tourism,3,Udaipur
December,Winter,Medium,-3,Cold,Adventure,8,Auli
September,Autumn,Medium,25,Mild,Cultural,4,Gulmarg
October,Autumn,High,17,Mild,Cultural,7,"Nilgiris Tiger Reserves, Karnataka"
January,Winter,High,4,Cold,Adventure,3,"Pillar Rocks, Kodaikanal"
January,Winter,Medium,8,Cold,Adventure,7,Goa
September,Autumn,High,15,Mild,Cultural,4,"Bhushi Dam, Lonavala"
April,Spring,High,29,Pleasant,Eco Tourism,1,Auli
July,Monsoon,High,27,Rainy,Family Trip,9,Wayanad
March,Spring,Medium,18,Pleasant,Eco Tourism,10,Coorg
August,Monsoon,Low,26,Rainy,Family Trip,2,"Mahabaleshwar, Maharashtra"
January,Winter,High,12,Cold,Adventure,8,Gangtok
April,Spring,Medium,21,Pleasant,Eco Tourism,1,Coorg
March,Spring,Low,23,Pleasant,Eco Tourism,6,Shillong
December,Winter,Low,11,Cold,Adventure,9,Udaipur
November,Autumn,High,24,Mild,Cultural,5,"Amber Palace, Jaipur"
November,Autumn,High,18,Mild,Cultural,6,"Pushkar, Rajasthan"
May,Summer,High,27,Hot,Adventure,7,Gangtok
February,Winter,Medium,-5,Cold,Adventure,1,Gulmarg
March,Spring,Low,26,Pleasant,Eco Tourism,6,"Mahabaleshwar, Maharashtra"
October,Autumn,Medium,15,Mild,Cultural,2,"Bhushi Dam, Lonavala"
February,Winter,Medium,1,Cold,Adventure,6,"Tsomgo Lake, Sikkim"
February,Winter,Medium,14,Cold,Adventure,10,Shillong
July,Monsoon,Low,26,Rainy,Family Trip,4,"Hampi, Karnataka"
June,Monsoon,Medium,25,Rainy,Family Trip,4,Shimla
July,Monsoon,High,25,Rainy,Family Trip,4,"Sunset Viewpoint, Agumbe"
August,Monsoon,High,28,Rainy,Family Trip,10,Mussoorie
May,Summer,High,34,Hot,Adventure,10,"Attukal Waterfalls, Munnar"
February,Winter,High,11,Cold,Adventure,2,Rann of Kutch
June,Monsoon,High,30,Rainy,Family Trip,10,"Ooty, Tamil Nadu"
October,Autumn,Low,25,Mild,Cultural,9,Munnar
January,Winter,Medium,-5,Cold,Adventure,9,Jaisalmer
August,Monsoon,High,23,Rainy,Family Trip,10,"Valley of Flowers, Uttarakhand"
March,Spring,High,19,Pleasant,Eco Tourism,9,Rann of Kutch
April,Spring,Low,20,Pleasant,Eco Tourism,10,Rann of Kutch
August,Monsoon,High,21,Rainy,Family Trip,3,"Hampi, Karnataka"
March,Spring,High,21,Pleasant,Eco Tourism,7,Wayanad
March,Spring,Medium,23,Pleasant,Eco Tourism,1,"Tsomgo Lake, Sikkim"
July,Monsoon,Medium,28,Rainy,Family Trip,10,Munnar
March,Spring,Low,16,Pleasant,Eco Tourism,3,Udaipur
December,Winter,Medium,-4,Cold,Adventure,9,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
June,Monsoon,Medium,27,Rainy,Family Trip,3,Shillong
September,Autumn,High,17,Mild,Cultural,2,Udaipur
January,Winter,Medium,-2,Cold,Adventure,3,"Bhushi Dam, Lonavala"
December,Winter,Medium,-2,Cold,Adventure,9,Tawang
June,Monsoon,Medium,21,Rainy,Family Trip,5,"Pushkar, Rajasthan"
May,Summer,High,40,Hot,Adventure,9,"Nohkalikai Falls, Cherrapunji"
February,Winter,High,5,Cold,Adventure,6,"Pillar Rocks, Kodaikanal"
April,Spring,Medium,29,Pleasant,Eco Tourism,7,"Valley of Flowers, Uttarakhand"
October,Autumn,Low,25,Mild,Cultural,5,Kodaikanal
November,Autumn,Medium,18,Mild,Cultural,5,"Rann of Kutch, Gujarat"
June,Monsoon,Medium,25,Rainy,Family Trip,5,Gangtok
September,Autumn,High,23,Mild,Cultural,8,Rishikesh
June,Monsoon,High,27,Rainy,Family Trip,6,"Wayanad, Kerala"
December,Winter,Low,10,Cold,Adventure,4,Kumili
August,Monsoon,Medium,20,Rainy,Family Trip,3,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
January,Winter,Low,6,Cold,Adventure,6,"Pushkar, Rajasthan"
July,Monsoon,High,24,Rainy,Family Trip,10,"Leh-Ladakh, Jammu & Kashmir"
October,Autumn,Medium,19,Mild,Cultural,2,"Ooty, Tamil Nadu"
February,Winter,Medium,2,Cold,Adventure,10,Goa
November,Autumn,High,19,Mild,Cultural,6,Kodaikanal
November,Autumn,Low,15,Mild,Cultural,10,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
December,Winter,High,-2,Cold,Adventure,8,"Tsomgo Lake, Sikkim"
January,Winter,Medium,8,Cold,Adventure,4,"Elephant Falls, Shillong"
June,Monsoon,Medium,24,Rainy,Family Trip,4,"Leh-Ladakh, Jammu & Kashmir"
September,Autumn,Low,18,Mild,Cultural,6,"Pillar Rocks, Kodaikanal"
October,Autumn,Medium,15,Mild,Cultural,8,"Pillar Rocks, Kodaikanal"
February,Winter,Medium,-3,Cold,Adventure,1,Mussoorie
December,Winter,Medium,-3,Cold,Adventure,6,Ooty
August,Monsoon,High,26,Rainy,Family Trip,4,"Pillar Rocks, Kodaikanal"
October,Autumn,High,17,Mild,Cultural,2,Auli
August,Monsoon,Medium,23,Rainy,Family Trip,6,Idukki
June,Monsoon,Low,20,Rainy,Family Trip,9,"Pushkar, Rajasthan"
October,Autumn,High,16,Mild,Cultural,1,"Palolem Beach, Goa"
September,Autumn,High,21,Mild,Cultural,3,"Wayanad, Kerala"
July,Monsoon,Medium,26,Rainy,Family Trip,6,Jammu-Kashmir
December,Winter,Low,-4,Cold,Adventure,4,Wayanad
May,Summer,High,30,Hot,Adventure,9,Darjeeling
August,Monsoon,Low,21,Rainy,Family Trip,9,"Ooty, Tamil Nadu"
February,Winter,Medium,9,Cold,Adventure,3,"Ooty, Tamil Nadu"
January,Winter,High,12,Cold,Adventure,8,"Valley of Flowers, Uttarakhand"
May,Summer,Low,32,Hot,Adventure,10,Mussoorie
December,Winter,High,-5,Cold,Adventure,3,"Darjeeling, Kalimpong - West Bengal"
May,Summer,High,33,Hot,Adventure,1,Gangtok
May,Summer,High,39,Hot,Adventure,5,Jaisalmer
February,Winter,High,13,Cold,Adventure,2,"Wayanad, Alleppey - Kerala"
October,Autumn,High,25,Mild,Cultural,3,Kullu
October,Autumn,Medium,21,Mild,Cultural,10,"Pushkar, Rajasthan"
August,Monsoon,Low,22,Rainy,Family Trip,10,"Nohkalikai Falls, Cherrapunji"
June,Monsoon,Low,25,Rainy,Family Trip,4,"Amber Palace, Jaipur"
September,Autumn,High,17,Mild,Cultural,4,Ooty
November,Autumn,High,22,Mild,Cultural,8,Mount Abu
December,Winter,Low,2,Cold,Adventure,9,"Bhushi Dam, Lonavala"
January,Winter,High,14,Cold,Adventure,10,Rann of Kutch
August,Monsoon,Low,30,Rainy,Family Trip,1,"Darjeeling, West Bengal"
August,Monsoon,Medium,30,Rainy,Family Trip,10,"Mahabaleshwar, Maharashtra"
February,Winter,Low,11,Cold,Adventure,3,"Amber Palace, Jaipur"
April,Spring,High,26,Pleasant,Eco Tourism,5,Jaisalmer
February,Winter,Medium,-3,Cold,Adventure,6,Kodaikanal
January,Winter,High,10,Cold,Adventure,7,Goa
December,Winter,Medium,2,Cold,Adventure,9,Rishikesh
October,Autumn,High,22,Mild,Cultural,2,"Darjeeling, Kalimpong - West Bengal"
February,Winter,Medium,14,Cold,Adventure,1,Ooty
April,Spring,Medium,25,Pleasant,Eco Tourism,10,Rann of Kutch
October,Autumn,Low,23,Mild,Cultural,2,"Ooty, Tamil Nadu"
September,Autumn,Low,15,Mild,Cultural,5,Jammu-Kashmir
March,Spring,Medium,24,Pleasant,Eco Tourism,8,"Wayanad, Alleppey - Kerala"
September,Autumn,Medium,17,Mild,Cultural,4,"Pushkar, Rajasthan"
October,Autumn,High,22,Mild,Cultural,7,"Pushkar, Rajasthan"
July,Monsoon,High,24,Rainy,Family Trip,4,"Bhushi Dam, Lonavala"
June,Monsoon,Medium,23,Rainy,Family Trip,8,Ooty
July,Monsoon,Low,27,Rainy,Family Trip,10,Mussoorie
January,Winter,Low,4,Cold,Adventure,4,Goa
September,Autumn,High,23,Mild,Cultural,4,"Sunset Viewpoint, Agumbe"
December,Winter,Medium,5,Cold,Adventure,8,Wayanad
June,Monsoon,High,25,Rainy,Family Trip,9,"Manali and Kullu, Himachal Pradesh"
May,Summer,High,26,Hot,Adventure,7,"Wayanad, Alleppey - Kerala"
March,Spring,Low,25,Pleasant,Eco Tourism,3,"Hampi, Karnataka"
October,Autumn,High,15,Mild,Cultural,6,"Wayanad, Alleppey - Kerala"
November,Autumn,Medium,18,Mild,Cultural,7,Goa
October,Autumn,Low,15,Mild,Cultural,2,Kumili
September,Autumn,Medium,19,Mild,Cultural,3,Kodaikanal
August,Monsoon,Low,24,Rainy,Family Trip,9,Goa
September,Autumn,Low,19,Mild,Cultural,6,Rann of Kutch
August,Monsoon,High,27,Rainy,Family Trip,7,"Manali and Kullu, Himachal Pradesh"
August,Monsoon,Low,22,Rainy,Family Trip,10,Gangtok
December,Winter,High,-3,Cold,Adventure,7,Wayanad
August,Monsoon,Low,27,Rainy,Family Trip,3,Wayanad
July,Monsoon,Low,25,Rainy,Family Trip,1,Gulmarg
May,Summer,Medium,28,Hot,Adventure,1,Gulmarg
July,Monsoon,High,28,Rainy,Family Trip,2,"Nilgiris Tiger Reserves, Karnataka"
December,Winter,High,1,Cold,Adventure,5,Shimla
December,Winter,Medium,12,Cold,Adventure,4,"Kullu-Manali, Himachal Pradesh"
June,Monsoon,Low,26,Rainy,Family Trip,1,"Valley of Flowers, Uttarakhand"
June,Monsoon,Low,29,Rainy,Family Trip,2,"Wayanad, Alleppey - Kerala"
September,Autumn,Medium,23,Mild,Cultural,3,Rishikesh
November,Autumn,Low,17,Mild,Cultural,6,Mount Abu
December,Winter,Low,10,Cold,Adventure,9,Idukki
February,Winter,Low,5,Cold,Adventure,7,Rishikesh
January,Winter,Medium,1,Cold,Adventure,8,"Wayanad, Alleppey - Kerala"
May,Summer,Medium,26,Hot,Adventure,8,Tawang
September,Autumn,High,16,Mild,Cultural,3,Goa
March,Spring,Medium,17,Pleasant,Eco Tourism,6,"Ooty, Tamil Nadu"
April,Spring,High,17,Pleasant,Eco Tourism,4,"Darjeeling, Kalimpong - West Bengal"
October,Autumn,High,19,Mild,Cultural,3,"Kullu-Manali, Himachal Pradesh"
December,Winter,High,-4,Cold,Adventure,4,"Kullu-Manali, Himachal Pradesh"
June,Monsoon,Low,21,Rainy,Family Trip,1,Gulmarg
June,Monsoon,Low,21,Rainy,Family Trip,4,"Ooty, Tamil Nadu"
June,Monsoon,Low,26,Rainy,Family Trip,2,Tawang
May,Summer,Low,31,Hot,Adventure,5,Wayanad
May,Summer,High,36,Hot,Adventure,6,"Abbey Falls, Coorg"
February,Winter,Low,-1,Cold,Adventure,3,"Wayanad, Alleppey - Kerala"
January,Winter,Medium,-5,Cold,Adventure,6,"Elephant Falls, Shillong"
April,Spring,High,23,Pleasant,Eco Tourism,1,Mussoorie
January,Winter,Medium,13,Cold,Adventure,8,"Hampi, Karnataka"
December,Winter,Medium,-2,Cold,Adventure,10,"Pushkar, Rajasthan"
August,Monsoon,Low,21,Rainy,Family Trip,5,"Elephant Falls, Shillong"
June,Monsoon,Low,22,Rainy,Family Trip,10,"Bhushi Dam, Lonavala"
September,Autumn,High,23,Mild,Cultural,3,"Tsomgo Lake, Sikkim"
March,Spring,High,26,Pleasant,Eco Tourism,4,"Hampi, Karnataka"
October,Autumn,Medium,17,Mild,Cultural,7,Shimla
January,Winter,Medium,6,Cold,Adventure,7,"Wayanad, Alleppey - Kerala"
September,Autumn,High,18,Mild,Cultural,7,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
December,Winter,High,10,Cold,Adventure,10,Tawang
October,Autumn,High,25,Mild,Cultural,2,"Manali and Kullu, Himachal Pradesh"
February,Winter,High,3,Cold,Adventure,7,"Leh-Ladakh, Jammu & Kashmir"
August,Monsoon,Low,28,Rainy,Family Trip,6,"Tsomgo Lake, Sikkim"
November,Autumn,High,21,Mild,Cultural,6,Kullu
June,Monsoon,Medium,28,Rainy,Family Trip,10,"Mahabaleshwar, Maharashtra"
September,Autumn,Low,15,Mild,Cultural,1,"Valley of Flowers, Uttarakhand"
October,Autumn,Low,25,Mild,Cultural,10,"Sunset Viewpoint, Agumbe"
May,Summer,Medium,34,Hot,Adventure,9,Munnar
November,Autumn,Medium,19,Mild,Cultural,5,Rann of Kutch
January,Winter,Medium,-3,Cold,Adventure,8,Coorg
December,Winter,Low,2,Cold,Adventure,10,"Pillar Rocks, Kodaikanal"
June,Monsoon,Medium,22,Rainy,Family Trip,2,Idukki
August,Monsoon,High,23,Rainy,Family Trip,9,Munnar
March,Spring,Low,27,Pleasant,Eco Tourism,6,"Attukal Waterfalls, Munnar"
May,Summer,Medium,36,Hot,Adventure,5,Shillong
December,Winter,Low,-3,Cold,Adventure,2,Munnar
March,Spring,Medium,16,Pleasant,Eco Tourism,7,Mount Abu
February,Winter,Medium,9,Cold,Adventure,6,"Hampi, Karnataka"
June,Monsoon,Medium,20,Rainy,Family Trip,2,Gulmarg
September,Autumn,Low,16,Mild,Cultural,7,Rann of Kutch
December,Winter,Low,5,Cold,Adventure,3,Wayanad
November,Autumn,High,19,Mild,Cultural,1,"Attukal Waterfalls, Munnar"
June,Monsoon,High,26,Rainy,Family Trip,2,"Abbey Falls, Coorg"
December,Winter,Low,3,Cold,Adventure,10,Coorg
December,Winter,High,-3,Cold,Adventure,7,Kodaikanal
May,Summer,High,26,Hot,Adventure,3,Rann of Kutch
September,Autumn,High,25,Mild,Cultural,3,"Wayanad, Kerala"
November,Autumn,Medium,24,Mild,Cultural,3,Udaipur
July,Monsoon,Low,26,Rainy,Family Trip,6,Rishikesh
May,Summer,Medium,39,Hot,Adventure,7,"Amber Palace, Jaipur"
August,Monsoon,High,29,Rainy,Family Trip,10,Gulmarg
July,Monsoon,Low,26,Rainy,Family Trip,1,Gulmarg
May,Summer,Low,40,Hot,Adventure,7,"Darjeeling, Kalimpong - West Bengal"
March,Spring,Medium,16,Pleasant,Eco Tourism,3,"Palolem Beach, Goa"
June,Monsoon,Medium,23,Rainy,Family Trip,9,"Ooty, Tamil Nadu"
May,Summer,High,39,Hot,Adventure,2,"Mahabaleshwar, Maharashtra"
January,Winter,Medium,2,Cold,Adventure,3,Auli
November,Autumn,High,22,Mild,Cultural,1,"Pushkar, Rajasthan"
May,Summer,Medium,33,Hot,Adventure,5,"Manali and Kullu, Himachal Pradesh"
February,Winter,Medium,11,Cold,Adventure,2,Gulmarg
August,Monsoon,High,27,Rainy,Family Trip,5,"Nohkalikai Falls, Cherrapunji"
October,Autumn,Medium,15,Mild,Cultural,4,Shillong
October,Autumn,Medium,20,Mild,Cultural,7,Tawang
March,Spring,Low,25,Pleasant,Eco Tourism,5,"Elephant Falls, Shillong"
July,Monsoon,Medium,30,Rainy,Family Trip,3,"Palolem Beach, Goa"
May,Summer,High,26,Hot,Adventure,6,Dalhousie
September,Autumn,Low,20,Mild,Cultural,10,"Pushkar, Rajasthan"
September,Autumn,Medium,16,Mild,Cultural,1,"Palolem Beach, Goa"
June,Monsoon,Medium,20,Rainy,Family Trip,4,Gangtok
July,Monsoon,Low,30,Rainy,Family Trip,2,Darjeeling
July,Monsoon,Low,28,Rainy,Family Trip,3,Kullu
October,Autumn,Medium,21,Mild,Cultural,4,Wayanad
March,Spring,Medium,18,Pleasant,Eco Tourism,7,"Ooty, Tamil Nadu"
February,Winter,Low,6,Cold,Adventure,8,"Wayanad, Alleppey - Kerala"
August,Monsoon,Medium,29,Rainy,Family Trip,10,Tawang
September,Autumn,Medium,19,Mild,Cultural,4,"Abbey Falls, Coorg"
February,Winter,Low,-2,Cold,Adventure,3,"Pushkar, Rajasthan"
December,Winter,Low,4,Cold,Adventure,3,"Manali and Kullu, Himachal Pradesh"
November,Autumn,Medium,24,Mild,Cultural,3,"Ooty, Tamil Nadu"
October,Autumn,Low,20,Mild,Cultural,6,Rishikesh
March,Spring,Low,26,Pleasant,Eco Tourism,2,"Kullu-Manali, Himachal Pradesh"
October,Autumn,High,18,Mild,Cultural,9,Kumili
January,Winter,Low,-5,Cold,Adventure,3,"Sunset Viewpoint, Agumbe"
June,Monsoon,Medium,25,Rainy,Family Trip,3,Kodaikanal
May,Summer,Low,30,Hot,Adventure,10,"Attukal Waterfalls, Munnar"
October,Autumn,Low,19,Mild,Cultural,3,Rann of Kutch
October,Autumn,Medium,22,Mild,Cultural,2,Mount Abu
September,Autumn,Low,15,Mild,Cultural,5,"Mahabaleshwar, Maharashtra"
October,Autumn,High,15,Mild,Cultural,6,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
November,Autumn,High,21,Mild,Cultural,3,Jaisalmer
October,Autumn,High,20,Mild,Cultural,6,Shimla
November,Autumn,High,19,Mild,Cultural,1,Shillong
February,Winter,High,-3,Cold,Adventure,3,Kumili
August,Monsoon,Medium,25,Rainy,Family Trip,7,"Hampi, Karnataka"
February,Winter,High,8,Cold,Adventure,8,"Elephant Falls, Shillong"
November,Autumn,Low,22,Mild,Cultural,6,"Manali and Kullu, Himachal Pradesh"
September,Autumn,Low,18,Mild,Cultural,6,"Mahabaleshwar, Maharashtra"
May,Summer,Low,38,Hot,Adventure,4,Gulmarg
May,Summer,Low,26,Hot,Adventure,10,"Bhushi Dam, Lonavala"
May,Summer,Low,34,Hot,Adventure,8,Wayanad
December,Winter,Medium,7,Cold,Adventure,8,Mount Abu
February,Winter,Low,-4,Cold,Adventure,3,"Amber Palace, Jaipur"
November,Autumn,Low,25,Mild,Cultural,10,Shimla
April,Spring,Low,30,Pleasant,Eco Tourism,10,Kumili
April,Spring,Low,21,Pleasant,Eco Tourism,3,Kullu
March,Spring,Low,17,Pleasant,Eco Tourism,2,"Sunset Viewpoint, Agumbe"
November,Autumn,High,19,Mild,Cultural,9,"Sunset Viewpoint, Agumbe"
November,Autumn,Low,20,Mild,Cultural,1,Gulmarg
November,Autumn,Low,24,Mild,Cultural,8,"Leh-Ladakh, Jammu & Kashmir"
October,Autumn,High,25,Mild,Cultural,9,"Pillar Rocks, Kodaikanal"
March,Spring,High,16,Pleasant,Eco Tourism,5,"Bhushi Dam, Lonavala"
March,Spring,High,24,Pleasant,Eco Tourism,4,Shillong
